"rt","response","question_order","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","experimentSource","subjectId","consent_screen_data","success","timeout","failed_images","failed_audio","failed_video","stimulus","experiment_introduction_data","practice_instructions_data","block_number","spacebar_screen_presented_timestamp","spacebar_pressed_timestamp","video_start_timestamp","response_timestamp","Trial Type","Block Number","Trial Number","Stimulus Number","Stimulus Character","Original Filename","Obfuscated Filename","Response Character","Response Classification","Trial Presented Timestamp","Begin Stimulus Key Press Timestamp","Stimulus Video Started Timestamp","Subject Response Timestamp","Stimulus Video Completed Timestamp","Pre Stimulus Video Wait Time","Time Between Key Press and Video Start","Response Time","Time After Video End Before Decision Made","Total Trial Time","practice_complete_data","practice_trials_data","actual_trials_introduction_data","break_screen_data","actual_trials_data","actual_trials_complete_data","questionnaires_intro_screen_data","tellegen_scores","tellegen_total","tellegen_questions","tellegen_responses_data","stimulus_map_data","closing_screen_data"
"null","null","","html-keyboard-response","31","74801","0.0-7.0-1.8","1","1","2026-02-24 06:00:14","3e9300109388e70555e79decfadaaa35","24.14.174.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","WebKit","Chrome","145.0.0.0","Windows","10.0","https://ocyzhljrt7.cognition.run/editor","en-US,en;q=0.9","Prolific","hjk","","","","","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"937","x","","video-keyboard-response","32","75739","0.0-7.0-2.8","1","1","2026-02-24 06:00:14","3e9300109388e70555e79decfadaaa35","24.14.174.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","WebKit","Chrome","145.0.0.0","Windows","10.0","https://ocyzhljrt7.cognition.run/editor","en-US,en;q=0.9","Prolific","hjk","","","","","","","[""25633f52d0acb908.mp4""]","","","null","73452.20000004768","73835.70000004768","75338.10000002384","76275.90000009537","practice","null","9","101","X","X_101.mp4","25633f52d0acb908.mp4","X","true_negative","73452.20000004768","73835.70000004768","75338.10000002384","76275.90000009537","-1","383.5","1502.3999999761581","937.8000000715256","-1","2823.7000000476837","","","","","","","","","","","","",""
"463"," ","","html-keyboard-response","33","76203","0.0-7.0-0.9","1","1","2026-02-24 06:00:14","3e9300109388e70555e79decfadaaa35","24.14.174.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","WebKit","Chrome","145.0.0.0","Windows","10.0","https://ocyzhljrt7.cognition.run/editor","en-US,en;q=0.9","Prolific","hjk","","","","","","","<div style=""position:fixed; top:0; left:0; width:100vw; height:100vh; display:flex; align-items:center; justify-content:center; background:#f8f7f5;""><div style=""background:#fff; padding:2rem 3rem; border-radius:8px; border:1px solid #e0ddd8; box-shadow:0 2px 12px rgba(0,0,0,0.06); text-align:center;""><p style=""font-size:1.3rem; margin:0; color:#444;"">Press <strong style=""color:#800000;"">space</strong> to start the video</p></div></div>","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","null","","html-keyboard-response","34","77705","0.0-7.0-1.9","1","1","2026-02-24 06:00:14","3e9300109388e70555e79decfadaaa35","24.14.174.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","WebKit","Chrome","145.0.0.0","Windows","10.0","https://ocyzhljrt7.cognition.run/editor","en-US,en;q=0.9","Prolific","hjk","","","","","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"305","s","","video-keyboard-response","35","78011","0.0-7.0-2.9","1","1","2026-02-24 06:00:14","3e9300109388e70555e79decfadaaa35","24.14.174.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","WebKit","Chrome","145.0.0.0","Windows","10.0","https://ocyzhljrt7.cognition.run/editor","en-US,en;q=0.9","Prolific","hjk","","","","","","","[""00bfe7c73dd94f59.mp4""]","","","null","76276.60000002384","76739.70000004768","78242","78548","practice","null","10","103","S","S_103.mp4","00bfe7c73dd94f59.mp4","S","true_positive","76276.60000002384","76739.70000004768","78242","78548","-1","463.10000002384186","1502.2999999523163","306","-1","2271.399999976158","","","","","","","","","","","","",""
"1240","k","","html-keyboard-response","36","79252","0.0-8.0","1","1","2026-02-24 06:00:14","3e9300109388e70555e79decfadaaa35","24.14.174.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","WebKit","Chrome","145.0.0.0","Windows","10.0","https://ocyzhljrt7.cognition.run/editor","en-US,en;q=0.9","Prolific","hjk","","","","","","","<div style=""position: fixed; top: 0; left: 0; width: 100vw; height: 100vh; display: flex; align-items: center; justify-content: center;""><div style=""max-width:50rem; width:92%; text-align:left;""><h2>Practice Complete</h2><p>You have completed the practice trials.</p><p>Press <strong>k</strong> to continue.</p></div></div>","","","","","","","","","","","","","","","","","","","","","","","","","","","{""time_on_screen"":1240,""start_timestamp"":78548.10000002384,""end_timestamp"":79788.10000002384}","{""trials"":[{""Trial Type"":""practice"",""Block Number"":null,""Trial Number"":1,""Stimulus Number"":""102"",""Stimulus Character"":""S"",""Original Filename"":""S_102.mp4"",""Obfuscated Filename"":""29c21eaa5bcbb7f0.mp4"",""Response Character"":""S"",""Response Classification"":""true_positive"",""Trial Presented Timestamp"":32963.10000002384,""Begin Stimulus Key Press Timestamp"":34067,""Stimulus Video Started Timestamp"":35568,""Subject Response Timestamp"":38251.300000071526,""Stimulus Video Completed Timestamp"":-1,""Pre Stimulus Video Wait Time"":1103.8999999761581,""Time Between Key Press and Video Start"":1501,""Response Time"":2683.3000000715256,""Time After Video End Before Decision Made"":-1,""Total Trial Time"":5288.200000047684},{""Trial Type"":""practice"",""Block Number"":null,""Trial Number"":2,""Stimulus Number"":""104"",""Stimulus Character"":""S"",""Original Filename"":""S_104.mp4"",""Obfuscated Filename"":""d9cf7a84cc36c1f5.mp4"",""Response Character"":""X"",""Response Classification"":""false_negative"",""Trial Presented Timestamp"":38252.10000002384,""Begin Stimulus Key Press Timestamp"":39171,""Stimulus Video Started Timestamp"":40673.10000002384,""Subject Response Timestamp"":43323,""Stimulus Video Completed Timestamp"":-1,""Pre Stimulus Video Wait Time"":918.8999999761581,""Time Between Key Press and Video Start"":1502.1000000238419,""Response Time"":2649.899999976158,""Time After Video End Before Decision Made"":-1,""Total Trial Time"":5070.899999976158},{""Trial Type"":""practice"",""Block Number"":null,""Trial Number"":3,""Stimulus Number"":""103"",""Stimulus Character"":""X"",""Original Filename"":""X_103.mp4"",""Obfuscated Filename"":""cd5386a6d800f085.mp4"",""Response Character"":""S"",""Response Classification"":""false_positive"",""Trial Presented Timestamp"":43323.60000002384,""Begin Stimulus Key Press Timestamp"":43826.90000009537,""Stimulus Video Started Timestamp"":45329.5,""Subject Response Timestamp"":48259.200000047684,""Stimulus Video Completed Timestamp"":-1,""Pre Stimulus Video Wait Time"":503.3000000715256,""Time Between Key Press and Video Start"":1502.5999999046326,""Response Time"":2929.7000000476837,""Time After Video End Before Decision Made"":-1,""Total Trial Time"":4935.600000023842},{""Trial Type"":""practice"",""Block Number"":null,""Trial Number"":4,""Stimulus Number"":""104"",""Stimulus Character"":""X"",""Original Filename"":""X_104.mp4"",""Obfuscated Filename"":""cdf0a8ac9d4c3069.mp4"",""Response Character"":""S"",""Response Classification"":""false_positive"",""Trial Presented Timestamp"":48259.800000071526,""Begin Stimulus Key Press Timestamp"":48923.10000002384,""Stimulus Video Started Timestamp"":50425.40000009537,""Subject Response Timestamp"":56923.800000071526,""Stimulus Video Completed Timestamp"":-1,""Pre Stimulus Video Wait Time"":663.2999999523163,""Time Between Key Press and Video Start"":1502.3000000715256,""Response Time"":6498.399999976158,""Time After Video End Before Decision Made"":-1,""Total Trial Time"":8664},{""Trial Type"":""practice"",""Block Number"":null,""Trial Number"":5,""Stimulus Number"":""102"",""Stimulus Character"":""X"",""Original Filename"":""X_102.mp4"",""Obfuscated Filename"":""e667deea4ad1a187.mp4"",""Response Character"":""X"",""Response Classification"":""true_negative"",""Trial Presented Timestamp"":56924.40000009537,""Begin Stimulus Key Press Timestamp"":62083.40000009537,""Stimulus Video Started Timestamp"":63585.800000071526,""Subject Response Timestamp"":66099.70000004768,""Stimulus Video Completed Timestamp"":-1,""Pre Stimulus Video Wait Time"":5159,""Time Between Key Press and Video Start"":1502.3999999761581,""Response Time"":2513.899999976158,""Time After Video End Before Decision Made"":-1,""Total Trial Time"":9175.299999952316},{""Trial Type"":""practice"",""Block Number"":null,""Trial Number"":6,""Stimulus Number"":""100"",""Stimulus Character"":""X"",""Original Filename"":""X_100.mp4"",""Obfuscated Filename"":""89aaba2d4548f24f.mp4"",""Response Character"":""S"",""Response Classification"":""false_positive"",""Trial Presented Timestamp"":66100.80000007153,""Begin Stimulus Key Press Timestamp"":66787.5,""Stimulus Video Started Timestamp"":68289.30000007153,""Subject Response Timestamp"":68611.90000009537,""Stimulus Video Completed Timestamp"":-1,""Pre Stimulus Video Wait Time"":686.6999999284744,""Time Between Key Press and Video Start"":1501.8000000715256,""Response Time"":322.60000002384186,""Time After Video End Before Decision Made"":-1,""Total Trial Time"":2511.100000023842},{""Trial Type"":""practice"",""Block Number"":null,""Trial Number"":7,""Stimulus Number"":""100"",""Stimulus Character"":""S"",""Original Filename"":""S_100.mp4"",""Obfuscated Filename"":""2b45b593795e70a5.mp4"",""Response Character"":""X"",""Response Classification"":""false_negative"",""Trial Presented Timestamp"":68611.90000009537,""Begin Stimulus Key Press Timestamp"":69139.90000009537,""Stimulus Video Started Timestamp"":70641.80000007153,""Subject Response Timestamp"":70931.80000007153,""Stimulus Video Completed Timestamp"":-1,""Pre Stimulus Video Wait Time"":528,""Time Between Key Press and Video Start"":1501.8999999761581,""Response Time"":290,""Time After Video End Before Decision Made"":-1,""Total Trial Time"":2319.899999976158},{""Trial Type"":""practice"",""Block Number"":null,""Trial Number"":8,""Stimulus Number"":""101"",""Stimulus Character"":""S"",""Original Filename"":""S_101.mp4"",""Obfuscated Filename"":""8f3027eae18962e9.mp4"",""Response Character"":""S"",""Response Classification"":""true_positive"",""Trial Presented Timestamp"":70931.90000009537,""Begin Stimulus Key Press Timestamp"":71683.5,""Stimulus Video Started Timestamp"":73186.30000007153,""Subject Response Timestamp"":73452.10000002384,""Stimulus Video Completed Timestamp"":-1,""Pre Stimulus Video Wait Time"":751.5999999046326,""Time Between Key Press and Video Start"":1502.8000000715256,""Response Time"":265.7999999523163,""Time After Video End Before Decision Made"":-1,""Total Trial Time"":2520.1999999284744},{""Trial Type"":""practice"",""Block Number"":null,""Trial Number"":9,""Stimulus Number"":""101"",""Stimulus Character"":""X"",""Original Filename"":""X_101.mp4"",""Obfuscated Filename"":""25633f52d0acb908.mp4"",""Response Character"":""X"",""Response Classification"":""true_negative"",""Trial Presented Timestamp"":73452.20000004768,""Begin Stimulus Key Press Timestamp"":73835.70000004768,""Stimulus Video Started Timestamp"":75338.10000002384,""Subject Response Timestamp"":76275.90000009537,""Stimulus Video Completed Timestamp"":-1,""Pre Stimulus Video Wait Time"":383.5,""Time Between Key Press and Video Start"":1502.3999999761581,""Response Time"":937.8000000715256,""Time After Video End Before Decision Made"":-1,""Total Trial Time"":2823.7000000476837},{""Trial Type"":""practice"",""Block Number"":null,""Trial Number"":10,""Stimulus Number"":""103"",""Stimulus Character"":""S"",""Original Filename"":""S_103.mp4"",""Obfuscated Filename"":""00bfe7c73dd94f59.mp4"",""Response Character"":""S"",""Response Classification"":""true_positive"",""Trial Presented Timestamp"":76276.60000002384,""Begin Stimulus Key Press Timestamp"":76739.70000004768,""Stimulus Video Started Timestamp"":78242,""Subject Response Timestamp"":78548,""Stimulus Video Completed Timestamp"":-1,""Pre Stimulus Video Wait Time"":463.10000002384186,""Time Between Key Press and Video Start"":1502.2999999523163,""Response Time"":306,""Time After Video End Before Decision Made"":-1,""Total Trial Time"":2271.399999976158}]}","","","","","","","","","","",""
"1255","k","","html-keyboard-response","37","80508","0.0-9.0","1","1","2026-02-24 06:00:14","3e9300109388e70555e79decfadaaa35","24.14.174.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","WebKit","Chrome","145.0.0.0","Windows","10.0","https://ocyzhljrt7.cognition.run/editor","en-US,en;q=0.9","Prolific","hjk","","","","","","","<div style=""position: fixed; top: 0; left: 0; width: 100vw; height: 100vh; display: flex; align-items: center; justify-content: center;""><div style=""max-width:50rem; width:92%; text-align:left;""><h2>Main Task</h2><p>You will now begin the main portion of the task.</p><p>As a reminder: you will watch a series of short videos that gradually progress from static toward one of two letters, either an <strong>S</strong> or an <strong>X</strong>. Your task is to identify which letter the video is progressing towards and press the corresponding key as quickly as possible.</p><p>The main task consists of two blocks of trials with a short break between them.</p><p>Faster correct responses improve your performance score; performance influences your odds to win a raffle for an Amazon gift card.</p><p>Press <strong>k</strong> to begin.</p></div></div>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","{""time_on_screen"":1255,""start_timestamp"":79789.30000007153,""end_timestamp"":81044.30000007153}","","","","","","","","","",""
"719"," ","","html-keyboard-response","38","81227","0.0-10.0-0.0","1","1","2026-02-24 06:00:14","3e9300109388e70555e79decfadaaa35","24.14.174.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","WebKit","Chrome","145.0.0.0","Windows","10.0","https://ocyzhljrt7.cognition.run/editor","en-US,en;q=0.9","Prolific","hjk","","","","","","","<div style=""position:fixed; top:0; left:0; width:100vw; height:100vh; display:flex; align-items:center; justify-content:center; background:#f8f7f5;""><div style=""background:#fff; padding:2rem 3rem; border-radius:8px; border:1px solid #e0ddd8; box-shadow:0 2px 12px rgba(0,0,0,0.06); text-align:center;""><p style=""font-size:1.3rem; margin:0; color:#444;"">Press <strong style=""color:#800000;"">space</strong> to start the video</p></div></div>","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","null","","html-keyboard-response","39","82730","0.0-10.0-1.0","1","1","2026-02-24 06:00:14","3e9300109388e70555e79decfadaaa35","24.14.174.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","WebKit","Chrome","145.0.0.0","Windows","10.0","https://ocyzhljrt7.cognition.run/editor","en-US,en;q=0.9","Prolific","hjk","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"392","s","","video-keyboard-response","40","83124","0.0-10.0-2.0","1","1","2026-02-24 06:00:14","3e9300109388e70555e79decfadaaa35","24.14.174.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","WebKit","Chrome","145.0.0.0","Windows","10.0","https://ocyzhljrt7.cognition.run/editor","en-US,en;q=0.9","Prolific","hjk","","","","","","","[""ae5b8c68ea6ce8c0.mp4""]","","","1","81045.30000007153","81763.90000009537","83267.10000002384","83660.10000002384","actual","1","1","99","X","X_99.mp4","ae5b8c68ea6ce8c0.mp4","S","false_positive","81045.30000007153","81763.90000009537","83267.10000002384","83660.10000002384","-1","718.6000000238419","1503.1999999284744","393","-1","2614.7999999523163","","","","","","","","","","","","",""
"592"," ","","html-keyboard-response","41","83716","0.0-10.0-0.1","1","1","2026-02-24 06:00:14","3e9300109388e70555e79decfadaaa35","24.14.174.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","WebKit","Chrome","145.0.0.0","Windows","10.0","https://ocyzhljrt7.cognition.run/editor","en-US,en;q=0.9","Prolific","hjk","","","","","","","<div style=""position:fixed; top:0; left:0; width:100vw; height:100vh; display:flex; align-items:center; justify-content:center; background:#f8f7f5;""><div style=""background:#fff; padding:2rem 3rem; border-radius:8px; border:1px solid #e0ddd8; box-shadow:0 2px 12px rgba(0,0,0,0.06); text-align:center;""><p style=""font-size:1.3rem; margin:0; color:#444;"">Press <strong style=""color:#800000;"">space</strong> to start the video</p></div></div>","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","null","","html-keyboard-response","42","85218","0.0-10.0-1.1","1","1","2026-02-24 06:00:14","3e9300109388e70555e79decfadaaa35","24.14.174.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","WebKit","Chrome","145.0.0.0","Windows","10.0","https://ocyzhljrt7.cognition.run/editor","en-US,en;q=0.9","Prolific","hjk","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"300","x","","video-keyboard-response","43","85519","0.0-10.0-2.1","1","1","2026-02-24 06:00:14","3e9300109388e70555e79decfadaaa35","24.14.174.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","WebKit","Chrome","145.0.0.0","Windows","10.0","https://ocyzhljrt7.cognition.run/editor","en-US,en;q=0.9","Prolific","hjk","","","","","","","[""04d0aeb7e364c413.mp4""]","","","1","83660.30000007153","84252.20000004768","85755.20000004768","86055.10000002384","actual","1","2","85","X","X_85.mp4","04d0aeb7e364c413.mp4","X","true_negative","83660.30000007153","84252.20000004768","85755.20000004768","86055.10000002384","-1","591.8999999761581","1503","299.89999997615814","-1","2394.7999999523163","","","","","","","","","","","","",""
"525"," ","","html-keyboard-response","44","86044","0.0-10.0-0.2","1","1","2026-02-24 06:00:14","3e9300109388e70555e79decfadaaa35","24.14.174.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","WebKit","Chrome","145.0.0.0","Windows","10.0","https://ocyzhljrt7.cognition.run/editor","en-US,en;q=0.9","Prolific","hjk","","","","","","","<div style=""position:fixed; top:0; left:0; width:100vw; height:100vh; display:flex; align-items:center; justify-content:center; background:#f8f7f5;""><div style=""background:#fff; padding:2rem 3rem; border-radius:8px; border:1px solid #e0ddd8; box-shadow:0 2px 12px rgba(0,0,0,0.06); text-align:center;""><p style=""font-size:1.3rem; margin:0; color:#444;"">Press <strong style=""color:#800000;"">space</strong> to start the video</p></div></div>","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","null","","html-keyboard-response","45","87546","0.0-10.0-1.2","1","1","2026-02-24 06:00:14","3e9300109388e70555e79decfadaaa35","24.14.174.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","WebKit","Chrome","145.0.0.0","Windows","10.0","https://ocyzhljrt7.cognition.run/editor","en-US,en;q=0.9","Prolific","hjk","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1313","x","","video-keyboard-response","46","88860","0.0-10.0-2.2","1","1","2026-02-24 06:00:14","3e9300109388e70555e79decfadaaa35","24.14.174.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","WebKit","Chrome","145.0.0.0","Windows","10.0","https://ocyzhljrt7.cognition.run/editor","en-US,en;q=0.9","Prolific","hjk","","","","","","","[""c8e31eee37098077.mp4""]","","","1","86055.30000007153","86580.30000007153","88083.20000004768","89396.30000007153","actual","1","3","94","X","X_94.mp4","c8e31eee37098077.mp4","X","true_negative","86055.30000007153","86580.30000007153","88083.20000004768","89396.30000007153","-1","525","1502.8999999761581","1313.1000000238419","-1","3341","","","","","","","","","","","","",""
"759"," ","","html-keyboard-response","47","89620","0.0-10.0-0.3","1","1","2026-02-24 06:00:14","3e9300109388e70555e79decfadaaa35","24.14.174.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","WebKit","Chrome","145.0.0.0","Windows","10.0","https://ocyzhljrt7.cognition.run/editor","en-US,en;q=0.9","Prolific","hjk","","","","","","","<div style=""position:fixed; top:0; left:0; width:100vw; height:100vh; display:flex; align-items:center; justify-content:center; background:#f8f7f5;""><div style=""background:#fff; padding:2rem 3rem; border-radius:8px; border:1px solid #e0ddd8; box-shadow:0 2px 12px rgba(0,0,0,0.06); text-align:center;""><p style=""font-size:1.3rem; margin:0; color:#444;"">Press <strong style=""color:#800000;"">space</strong> to start the video</p></div></div>","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","null","","html-keyboard-response","48","91122","0.0-10.0-1.3","1","1","2026-02-24 06:00:14","3e9300109388e70555e79decfadaaa35","24.14.174.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","WebKit","Chrome","145.0.0.0","Windows","10.0","https://ocyzhljrt7.cognition.run/editor","en-US,en;q=0.9","Prolific","hjk","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"744","x","","video-keyboard-response","49","91868","0.0-10.0-2.3","1","1","2026-02-24 06:00:14","3e9300109388e70555e79decfadaaa35","24.14.174.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","WebKit","Chrome","145.0.0.0","Windows","10.0","https://ocyzhljrt7.cognition.run/editor","en-US,en;q=0.9","Prolific","hjk","","","","","","","[""5fcfbb321eacd1b0.mp4""]","","","1","89397.40000009537","90156.60000002384","91659.70000004768","92404.20000004768","actual","1","4","69","S","S_69.mp4","5fcfbb321eacd1b0.mp4","X","false_negative","89397.40000009537","90156.60000002384","91659.70000004768","92404.20000004768","-1","759.1999999284744","1503.1000000238419","744.5","-1","3006.7999999523163","","","","","","","","","","","","",""
"711"," ","","html-keyboard-response","50","92580","0.0-10.0-0.4","1","1","2026-02-24 06:00:14","3e9300109388e70555e79decfadaaa35","24.14.174.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","WebKit","Chrome","145.0.0.0","Windows","10.0","https://ocyzhljrt7.cognition.run/editor","en-US,en;q=0.9","Prolific","hjk","","","","","","","<div style=""position:fixed; top:0; left:0; width:100vw; height:100vh; display:flex; align-items:center; justify-content:center; background:#f8f7f5;""><div style=""background:#fff; padding:2rem 3rem; border-radius:8px; border:1px solid #e0ddd8; box-shadow:0 2px 12px rgba(0,0,0,0.06); text-align:center;""><p style=""font-size:1.3rem; margin:0; color:#444;"">Press <strong style=""color:#800000;"">space</strong> to start the video</p></div></div>","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","null","","html-keyboard-response","51","94081","0.0-10.0-1.4","1","1","2026-02-24 06:00:14","3e9300109388e70555e79decfadaaa35","24.14.174.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","WebKit","Chrome","145.0.0.0","Windows","10.0","https://ocyzhljrt7.cognition.run/editor","en-US,en;q=0.9","Prolific","hjk","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"441","s","","video-keyboard-response","52","94524","0.0-10.0-2.4","1","1","2026-02-24 06:00:14","3e9300109388e70555e79decfadaaa35","24.14.174.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","WebKit","Chrome","145.0.0.0","Windows","10.0","https://ocyzhljrt7.cognition.run/editor","en-US,en;q=0.9","Prolific","hjk","","","","","","","[""1c5446376b4e52fc.mp4""]","","","1","92405.20000004768","93116.20000004768","94619","95060.40000009537","actual","1","5","50","S","S_50.mp4","1c5446376b4e52fc.mp4","S","true_positive","92405.20000004768","93116.20000004768","94619","95060.40000009537","-1","711","1502.7999999523163","441.40000009536743","-1","2655.2000000476837","","","","","","","","","","","","",""
"400"," ","","html-keyboard-response","53","94925","0.0-10.0-0.5","1","1","2026-02-24 06:00:14","3e9300109388e70555e79decfadaaa35","24.14.174.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","WebKit","Chrome","145.0.0.0","Windows","10.0","https://ocyzhljrt7.cognition.run/editor","en-US,en;q=0.9","Prolific","hjk","","","","","","","<div style=""position:fixed; top:0; left:0; width:100vw; height:100vh; display:flex; align-items:center; justify-content:center; background:#f8f7f5;""><div style=""background:#fff; padding:2rem 3rem; border-radius:8px; border:1px solid #e0ddd8; box-shadow:0 2px 12px rgba(0,0,0,0.06); text-align:center;""><p style=""font-size:1.3rem; margin:0; color:#444;"">Press <strong style=""color:#800000;"">space</strong> to start the video</p></div></div>","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","null","","html-keyboard-response","54","96426","0.0-10.0-1.5","1","1","2026-02-24 06:00:14","3e9300109388e70555e79decfadaaa35","24.14.174.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","WebKit","Chrome","145.0.0.0","Windows","10.0","https://ocyzhljrt7.cognition.run/editor","en-US,en;q=0.9","Prolific","hjk","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"856","x","","video-keyboard-response","55","97284","0.0-10.0-2.5","1","1","2026-02-24 06:00:14","3e9300109388e70555e79decfadaaa35","24.14.174.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","WebKit","Chrome","145.0.0.0","Windows","10.0","https://ocyzhljrt7.cognition.run/editor","en-US,en;q=0.9","Prolific","hjk","","","","","","","[""2dd73b9733251c02.mp4""]","","","1","95060.5","95461","96963.60000002384","97820.40000009537","actual","1","6","4","S","S_4.mp4","2dd73b9733251c02.mp4","X","false_negative","95060.5","95461","96963.60000002384","97820.40000009537","-1","400.5","1502.6000000238419","856.8000000715256","-1","2759.9000000953674","","","","","","","","","","","","",""
